Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
inn14317,2,0,2,2,meal plan 1,0,room_type 1,18,2017,9,11,online,0,0,0,116.75,1,canceled
inn14318,2,0,0,1,meal plan 1,0,room_type 1,180,2017,10,16,offline,0,0,0,70.0,0,canceled
inn14319,2,0,0,1,not selected,1,room_type 1,8,2018,9,9,online,0,0,0,158.0,2,not_canceled
inn14320,1,0,0,2,meal plan 2,0,room_type 4,80,2017,10,9,offline,0,0,0,108.0,0,not_canceled
inn14321,2,1,0,3,meal plan 1,0,room_type 1,51,2018,12,6,online,0,0,0,109.8,2,not_canceled
inn14322,2,0,0,2,meal plan 1,0,room_type 1,79,2017,11,13,offline,0,0,0,75.0,0,not_canceled
inn14323,2,0,1,0,meal plan 1,0,room_type 1,12,2017,10,4,offline,0,0,0,72.0,0,not_canceled
inn14324,2,1,2,0,meal plan 1,0,room_type 4,6,2018,8,28,offline,0,0,0,120.5,0,not_canceled
inn14325,1,0,0,1,meal plan 1,0,room_type 1,4,2018,3,29,corporate,1,3,2,40.0,1,not_canceled
inn14326,2,0,2,5,meal plan 1,0,room_type 4,76,2018,7,1,offline,0,0,0,82.45,0,not_canceled
inn14327,2,0,0,1,meal plan 1,0,room_type 1,0,2017,10,1,online,0,0,0,126.0,2,not_canceled
inn14328,2,0,0,2,meal plan 2,0,room_type 1,265,2018,6,24,offline,0,0,0,115.0,1,canceled
inn14329,2,0,2,3,meal plan 1,0,room_type 1,114,2018,4,3,offline,0,0,0,80.75,0,not_canceled
inn14330,2,0,2,5,meal plan 1,0,room_type 1,205,2018,6,20,offline,0,0,0,80.24,0,canceled
inn14331,2,0,2,2,meal plan 1,0,room_type 1,4,2018,7,16,offline,0,0,0,72.25,0,canceled
inn14332,2,0,0,2,meal plan 2,0,room_type 1,39,2017,8,14,offline,0,0,0,101.5,0,not_canceled
inn14333,2,0,1,3,not selected,0,room_type 1,127,2018,5,9,online,0,0,0,89.25,1,canceled
inn14334,2,0,0,1,meal plan 1,0,room_type 4,58,2018,7,8,offline,0,0,0,87.3,0,not_canceled
inn14335,2,0,1,2,meal plan 1,0,room_type 1,168,2018,4,22,offline,0,0,0,85.0,0,canceled
inn14336,3,0,0,1,meal plan 1,0,room_type 4,157,2018,10,7,offline,0,0,0,133.6,0,canceled
inn14337,2,0,0,3,meal plan 1,0,room_type 1,50,2018,1,14,offline,0,0,0,52.0,1,not_canceled
inn14338,1,0,0,1,meal plan 1,0,room_type 1,0,2018,5,18,corporate,0,0,0,163.18,0,canceled
inn14339,1,0,0,2,meal plan 1,0,room_type 4,8,2018,10,28,aviation,0,0,0,110.0,0,not_canceled
inn14340,1,0,2,1,not selected,0,room_type 1,9,2017,11,1,online,0,0,0,75.0,1,not_canceled
inn14341,2,0,2,1,meal plan 1,0,room_type 2,2,2018,1,23,online,0,0,0,78.52,0,not_canceled
inn14342,2,0,1,4,meal plan 1,0,room_type 1,275,2018,10,5,offline,0,0,0,90.0,0,canceled
inn14343,2,0,1,2,meal plan 1,0,room_type 1,57,2018,6,10,offline,0,0,0,90.67,1,not_canceled
inn14344,2,0,0,1,meal plan 1,0,room_type 2,47,2018,2,20,online,0,0,0,69.53,0,not_canceled
inn14345,3,0,2,1,meal plan 1,0,room_type 1,58,2018,4,3,offline,0,0,0,105.0,1,not_canceled
inn14346,2,0,1,3,meal plan 1,0,room_type 6,5,2017,8,31,online,0,0,0,155.25,1,not_canceled
inn14347,1,0,0,2,not selected,0,room_type 1,33,2018,5,3,online,0,0,0,111.6,1,not_canceled
inn14348,2,0,1,2,not selected,0,room_type 1,151,2018,8,5,online,0,0,0,100.5,1,canceled
inn14349,2,0,1,2,meal plan 1,1,room_type 4,62,2018,9,5,online,0,0,0,124.5,2,not_canceled
inn14350,2,0,0,1,meal plan 1,0,room_type 4,2,2018,8,11,online,0,0,0,185.0,2,not_canceled
inn14351,2,0,2,1,meal plan 1,0,room_type 1,24,2018,10,9,offline,0,0,0,95.0,1,not_canceled
inn14352,2,1,0,2,meal plan 1,0,room_type 1,141,2018,9,23,online,0,0,0,147.6,1,not_canceled
inn14353,1,0,0,2,meal plan 2,0,room_type 1,8,2017,8,14,offline,0,0,0,87.0,0,not_canceled
inn14354,1,0,0,3,meal plan 1,0,room_type 1,113,2018,5,31,corporate,0,0,0,100.0,0,canceled
inn14355,1,0,1,2,meal plan 1,0,room_type 1,3,2018,5,2,offline,0,0,0,92.7,0,not_canceled
inn14356,2,0,1,3,meal plan 1,0,room_type 1,4,2018,11,21,online,0,0,0,87.78,0,not_canceled
inn14357,2,0,0,4,meal plan 1,0,room_type 6,2,2018,6,29,online,0,0,0,214.0,0,canceled
inn14358,2,0,2,4,meal plan 2,0,room_type 4,8,2018,6,30,online,0,0,0,204.0,1,not_canceled
inn14359,2,0,1,3,meal plan 1,0,room_type 1,226,2018,9,1,offline,0,0,0,80.75,1,not_canceled
inn14360,1,0,0,1,meal plan 1,0,room_type 1,99,2018,2,19,corporate,0,0,0,81.0,0,not_canceled
inn14361,2,0,0,1,meal plan 1,0,room_type 1,26,2018,6,8,offline,0,0,0,120.0,0,not_canceled
inn14362,3,0,0,4,meal plan 1,0,room_type 4,100,2018,8,24,online,0,0,0,150.3,0,canceled
inn14363,2,0,1,1,not selected,0,room_type 1,33,2018,5,9,online,0,0,0,104.49,0,canceled
inn14364,1,0,0,3,meal plan 1,0,room_type 1,14,2017,9,15,online,0,0,0,114.0,1,not_canceled
inn14365,1,0,0,2,meal plan 2,0,room_type 1,286,2018,9,16,offline,0,0,0,91.0,0,not_canceled
inn14366,2,0,1,2,meal plan 1,0,room_type 1,135,2017,9,14,offline,0,0,0,90.0,0,canceled
inn14367,2,0,0,3,meal plan 1,0,room_type 4,40,2018,5,17,online,0,0,0,140.4,0,not_canceled
inn14368,2,0,2,4,meal plan 1,0,room_type 1,6,2017,9,10,online,0,0,0,134.83,1,not_canceled
inn14369,2,0,0,1,meal plan 1,0,room_type 1,14,2018,5,27,offline,0,0,0,73.0,0,not_canceled
inn14370,2,0,0,3,meal plan 1,0,room_type 4,72,2018,4,14,online,0,0,0,118.8,0,canceled
inn14371,2,0,1,4,meal plan 1,0,room_type 4,20,2018,12,21,online,0,0,0,96.9,2,not_canceled
inn14372,1,0,1,0,meal plan 1,0,room_type 1,8,2018,11,21,online,0,0,0,103.0,2,not_canceled
inn14373,2,0,2,4,meal plan 1,0,room_type 1,69,2017,9,4,online,0,0,0,97.33,1,canceled
inn14374,2,0,1,1,not selected,0,room_type 1,91,2018,4,9,online,0,0,0,58.9,1,not_canceled
inn14375,3,0,2,6,meal plan 1,0,room_type 4,121,2018,7,19,online,0,0,0,132.18,2,not_canceled
inn14376,2,0,0,1,not selected,0,room_type 1,119,2018,6,28,online,0,0,0,85.5,0,canceled
inn14377,2,0,0,0,meal plan 1,0,room_type 1,256,2017,9,14,online,0,0,0,0.0,0,canceled
inn14378,1,0,1,2,meal plan 1,0,room_type 1,45,2018,11,4,online,0,0,0,90.0,2,not_canceled
inn14379,1,0,1,0,meal plan 1,0,room_type 1,92,2018,8,22,online,0,0,0,112.5,2,not_canceled
inn14380,1,0,1,0,meal plan 1,0,room_type 1,3,2017,11,2,corporate,0,0,0,65.0,0,not_canceled
inn14381,2,0,2,1,meal plan 2,0,room_type 4,18,2018,9,11,online,0,0,0,137.57,1,not_canceled
inn14382,2,0,0,3,meal plan 1,0,room_type 2,179,2018,8,25,online,0,0,0,88.76,0,canceled
inn14383,2,0,1,2,meal plan 1,0,room_type 1,42,2018,3,21,offline,0,0,0,63.0,0,canceled
inn14384,2,1,2,8,meal plan 1,0,room_type 7,45,2018,3,15,online,0,0,0,217.75,3,not_canceled
inn14385,2,0,1,2,meal plan 1,0,room_type 1,93,2018,8,12,online,0,0,0,117.9,2,canceled
inn14386,2,0,0,2,meal plan 1,1,room_type 1,266,2018,12,30,online,0,0,0,96.3,1,not_canceled
inn14387,1,0,1,0,meal plan 1,0,room_type 1,0,2018,3,14,corporate,1,0,12,65.0,1,not_canceled
inn14388,2,0,0,4,meal plan 2,0,room_type 1,91,2018,5,4,offline,0,0,0,105.0,0,not_canceled
inn14389,1,0,2,1,meal plan 2,0,room_type 1,3,2017,8,22,offline,0,0,0,36.25,0,not_canceled
inn14390,2,0,0,1,meal plan 1,1,room_type 1,15,2018,9,20,online,0,0,0,148.0,1,not_canceled
inn14391,2,0,1,0,meal plan 1,0,room_type 1,1,2018,6,13,online,0,0,0,99.0,1,not_canceled
inn14392,2,0,0,3,meal plan 1,0,room_type 4,143,2018,7,19,online,0,0,0,121.8,0,canceled
inn14393,1,0,1,3,meal plan 1,0,room_type 4,83,2018,10,6,online,0,0,0,132.3,0,canceled
inn14394,2,0,2,3,meal plan 1,0,room_type 4,61,2018,9,11,online,0,0,0,149.4,1,not_canceled
inn14395,2,0,0,2,meal plan 1,0,room_type 1,17,2017,9,17,online,0,0,0,114.5,2,not_canceled
inn14396,2,0,2,1,meal plan 1,0,room_type 2,158,2018,4,16,online,0,0,0,69.92,1,not_canceled
inn14397,1,0,1,0,meal plan 1,0,room_type 1,4,2017,10,4,online,0,0,0,0.0,1,not_canceled
inn14398,1,0,0,3,meal plan 1,0,room_type 1,166,2018,11,1,offline,0,0,0,110.0,0,canceled
inn14399,2,0,1,2,meal plan 1,0,room_type 1,273,2018,5,13,offline,0,0,0,95.0,0,canceled
inn14400,2,0,1,5,meal plan 1,0,room_type 1,5,2017,8,10,online,0,0,0,90.0,1,not_canceled
inn14401,2,0,0,2,meal plan 1,0,room_type 1,9,2017,9,11,online,0,0,0,128.5,2,not_canceled
inn14402,1,0,0,2,meal plan 1,0,room_type 1,103,2018,4,19,offline,0,0,0,115.0,0,canceled
inn14403,2,2,2,2,meal plan 2,0,room_type 6,15,2018,6,19,online,0,0,0,278.0,2,not_canceled
inn14404,2,0,1,5,not selected,0,room_type 1,20,2017,9,21,online,0,0,0,140.33,2,not_canceled
inn14405,2,0,0,4,meal plan 1,0,room_type 1,38,2018,3,8,online,0,0,0,81.9,1,canceled
inn14406,2,0,1,4,meal plan 1,0,room_type 1,117,2018,8,24,offline,0,0,0,72.25,0,canceled
inn14407,2,2,0,1,meal plan 1,0,room_type 6,0,2017,9,3,online,0,0,0,155.0,0,not_canceled
inn14408,2,0,2,5,not selected,0,room_type 1,93,2018,7,12,online,0,0,0,71.4,1,not_canceled
inn14409,1,0,0,1,not selected,0,room_type 1,8,2018,4,5,online,0,0,0,89.0,1,not_canceled
inn14410,2,0,0,2,meal plan 2,0,room_type 1,257,2017,7,1,offline,0,0,0,101.5,0,canceled
inn14411,1,0,0,3,meal plan 1,0,room_type 1,19,2017,10,6,offline,1,1,0,80.0,0,not_canceled
inn14412,1,0,1,0,meal plan 1,0,room_type 1,5,2017,11,23,corporate,1,0,2,65.0,0,not_canceled
inn14413,1,0,0,2,meal plan 1,0,room_type 1,192,2018,6,24,offline,0,0,0,110.0,0,canceled
inn14414,3,0,2,3,meal plan 1,0,room_type 1,192,2018,8,26,offline,0,0,0,96.9,1,not_canceled
inn14415,3,1,0,3,meal plan 1,0,room_type 6,38,2018,8,31,online,0,0,0,199.3,1,not_canceled
inn14416,2,0,2,3,meal plan 2,1,room_type 1,152,2018,8,6,online,0,0,0,149.25,1,canceled
inn14417,1,0,2,5,meal plan 1,0,room_type 1,17,2018,2,6,online,0,0,0,68.0,1,canceled
inn14418,1,0,1,0,meal plan 1,0,room_type 1,6,2018,12,18,online,0,0,0,88.0,1,not_canceled
inn14419,2,2,0,4,meal plan 1,0,room_type 6,9,2018,5,11,online,0,0,0,221.0,0,canceled
inn14420,1,0,0,2,meal plan 2,0,room_type 1,102,2017,10,16,offline,0,0,0,80.0,0,canceled
inn14421,2,0,2,3,meal plan 1,0,room_type 1,39,2018,3,10,online,0,0,0,81.9,1,canceled
inn14422,2,0,1,1,not selected,0,room_type 1,37,2018,4,23,online,0,0,0,94.5,0,not_canceled
inn14423,2,0,0,1,meal plan 1,0,room_type 1,0,2018,10,6,complementary,1,0,31,0.0,4,not_canceled
inn14424,1,0,1,2,meal plan 1,0,room_type 1,50,2018,1,29,online,0,0,0,72.9,0,canceled
inn14425,2,0,0,4,meal plan 1,0,room_type 1,133,2018,8,9,online,0,0,0,114.3,0,canceled
inn14426,2,0,0,1,not selected,0,room_type 1,41,2018,10,27,online,0,0,0,109.0,2,not_canceled
inn14427,1,0,0,1,meal plan 1,0,room_type 1,1,2018,1,7,corporate,1,0,1,65.0,1,not_canceled
inn14428,1,0,1,0,meal plan 1,0,room_type 1,12,2017,10,4,offline,0,0,0,72.0,0,not_canceled
inn14429,2,0,1,2,meal plan 1,0,room_type 1,100,2018,3,25,offline,0,0,0,38.67,0,not_canceled
inn14430,2,0,2,0,meal plan 2,0,room_type 1,386,2018,10,23,offline,0,0,0,115.0,1,canceled
inn14431,2,0,1,2,meal plan 1,0,room_type 1,106,2018,10,7,online,0,0,0,118.8,1,canceled
inn14432,2,0,0,5,meal plan 2,0,room_type 1,230,2018,9,6,offline,0,0,0,137.0,0,canceled
inn14433,2,0,0,5,meal plan 1,0,room_type 4,50,2018,10,18,online,0,0,0,124.0,1,not_canceled
inn14434,2,0,0,2,meal plan 1,0,room_type 1,59,2018,11,18,online,0,0,0,93.6,0,canceled
inn14435,2,0,2,1,meal plan 1,0,room_type 1,63,2018,3,5,online,0,0,0,80.3,0,not_canceled
inn14436,2,0,2,3,meal plan 1,0,room_type 1,61,2018,3,3,online,0,0,0,79.36,1,not_canceled
inn14437,1,0,1,2,meal plan 1,0,room_type 1,114,2018,7,1,offline,0,0,0,75.0,0,canceled
inn14438,2,0,0,2,not selected,0,room_type 1,37,2018,10,27,online,0,0,0,109.0,1,not_canceled
inn14439,2,0,0,2,meal plan 1,0,room_type 1,177,2018,6,3,offline,0,0,0,100.0,0,canceled
inn14440,2,0,0,4,meal plan 1,0,room_type 4,72,2018,3,8,online,0,0,0,82.45,1,canceled
inn14441,2,0,0,2,not selected,0,room_type 1,8,2018,8,16,online,0,0,0,133.0,1,not_canceled
inn14442,2,0,2,2,meal plan 1,0,room_type 1,99,2017,10,30,offline,0,0,0,65.0,0,canceled
inn14443,2,0,0,2,not selected,0,room_type 1,5,2018,5,31,online,0,0,0,119.0,0,not_canceled
inn14444,2,0,2,1,meal plan 1,0,room_type 1,79,2018,4,16,online,0,0,0,96.3,1,not_canceled
inn14445,2,0,1,3,meal plan 1,0,room_type 1,166,2018,7,7,online,0,0,0,96.79,1,canceled
inn14446,2,0,0,3,meal plan 1,0,room_type 1,93,2017,12,30,online,0,0,0,118.19,0,not_canceled
inn14447,2,1,2,2,meal plan 1,0,room_type 1,182,2018,7,30,online,0,0,0,114.75,0,canceled
inn14448,2,0,1,3,meal plan 1,0,room_type 1,39,2018,11,7,online,0,0,0,174.25,2,not_canceled
inn14449,2,0,0,2,meal plan 1,0,room_type 1,36,2018,3,29,offline,0,0,0,67.32,1,not_canceled
inn14450,2,0,2,3,meal plan 1,0,room_type 1,96,2018,4,8,online,0,0,0,87.55,1,not_canceled
inn14451,2,0,0,1,not selected,0,room_type 1,0,2018,7,6,online,0,0,0,139.0,1,not_canceled
inn14452,2,0,0,1,not selected,0,room_type 1,17,2018,3,11,online,0,0,0,97.0,0,canceled
inn14453,2,0,2,2,meal plan 1,0,room_type 1,129,2018,5,13,offline,0,0,0,80.75,0,not_canceled
inn14454,3,0,0,3,meal plan 1,0,room_type 4,5,2018,2,16,online,0,0,0,127.0,3,not_canceled
inn14455,1,0,1,0,meal plan 1,0,room_type 1,4,2017,11,30,corporate,0,0,0,65.0,0,not_canceled
inn14456,1,0,2,8,meal plan 1,0,room_type 1,66,2017,11,12,online,0,0,0,46.63,0,not_canceled
inn14457,2,0,2,3,meal plan 1,0,room_type 1,0,2018,6,16,offline,0,0,0,116.45,0,not_canceled
inn14458,2,0,0,3,meal plan 2,0,room_type 1,34,2017,9,23,offline,0,0,0,224.67,0,canceled
inn14459,2,0,2,1,meal plan 1,0,room_type 1,30,2018,2,28,offline,0,0,0,72.0,1,not_canceled
inn14460,2,0,2,2,meal plan 1,0,room_type 1,258,2018,10,29,online,0,0,0,88.83,2,not_canceled
inn14461,2,0,2,2,meal plan 1,0,room_type 1,113,2018,7,15,offline,0,0,0,72.25,0,not_canceled
inn14462,2,0,0,1,not selected,0,room_type 1,42,2018,11,2,online,0,0,0,88.0,2,not_canceled
inn14463,2,1,0,3,meal plan 1,0,room_type 1,188,2018,8,30,online,0,0,0,116.7,0,canceled
inn14464,0,2,0,2,meal plan 1,0,room_type 2,187,2018,7,7,online,0,0,0,86.5,1,canceled
inn14465,1,0,0,0,not selected,0,room_type 1,1,2018,10,1,online,0,0,0,0.0,0,not_canceled
inn14466,2,0,2,1,meal plan 1,0,room_type 1,166,2018,7,30,offline,0,0,0,72.25,0,not_canceled
inn14467,2,1,0,1,meal plan 1,0,room_type 1,34,2018,7,29,online,0,0,0,152.1,0,not_canceled
inn14468,2,0,1,3,not selected,0,room_type 1,199,2018,5,2,online,0,0,0,95.4,1,canceled
inn14469,2,0,2,2,meal plan 1,0,room_type 5,41,2018,9,4,offline,0,0,0,139.95,0,not_canceled
inn14470,2,2,1,3,meal plan 1,0,room_type 6,28,2018,9,22,online,0,0,0,220.53,1,not_canceled
inn14471,2,1,1,2,meal plan 1,0,room_type 6,130,2018,10,31,online,0,0,0,153.3,1,not_canceled
inn14472,2,0,0,2,meal plan 1,0,room_type 1,38,2018,1,22,online,0,0,0,79.4,1,not_canceled
inn14473,2,0,1,4,not selected,0,room_type 1,171,2018,7,11,online,0,0,0,80.75,0,canceled
inn14474,2,1,1,1,meal plan 1,0,room_type 1,98,2018,7,16,online,0,0,0,121.5,2,not_canceled
inn14475,2,0,2,2,not selected,0,room_type 1,110,2018,11,12,online,0,0,0,78.1,1,not_canceled
inn14476,1,0,1,0,meal plan 1,0,room_type 1,5,2017,9,28,corporate,0,0,0,65.0,0,not_canceled
inn14477,1,0,2,0,not selected,0,room_type 1,9,2018,10,30,online,0,0,0,80.47,1,not_canceled
inn14478,1,0,0,4,meal plan 1,0,room_type 5,13,2018,2,3,corporate,0,0,0,86.0,0,not_canceled
inn14479,1,0,2,2,meal plan 1,0,room_type 1,157,2018,11,6,online,0,0,0,117.68,1,canceled
inn14480,2,0,0,2,not selected,0,room_type 1,23,2018,10,20,online,0,0,0,119.0,1,canceled
inn14481,2,0,2,1,meal plan 1,0,room_type 2,3,2017,8,9,offline,0,0,0,65.0,2,not_canceled
inn14482,2,2,1,3,meal plan 1,0,room_type 6,88,2018,4,28,online,0,0,0,180.63,0,canceled
inn14483,2,0,1,3,meal plan 1,0,room_type 4,40,2017,11,2,offline,0,0,0,60.0,0,not_canceled
inn14484,2,0,2,7,meal plan 1,0,room_type 1,267,2018,12,23,online,0,0,0,77.73,0,canceled
inn14485,2,0,1,2,meal plan 1,0,room_type 1,280,2018,9,19,offline,0,0,0,110.0,0,canceled
inn14486,3,0,1,4,meal plan 1,0,room_type 4,112,2018,8,22,online,0,0,0,150.3,0,canceled
inn14487,2,0,0,3,meal plan 1,0,room_type 1,433,2018,9,8,offline,0,0,0,70.0,0,canceled
inn14488,2,1,0,1,meal plan 1,0,room_type 1,47,2018,7,5,online,0,0,0,134.1,0,canceled
inn14489,2,0,1,2,not selected,0,room_type 1,20,2018,12,5,online,0,0,0,88.0,1,not_canceled
inn14490,2,0,0,4,meal plan 1,0,room_type 4,50,2017,11,10,offline,0,0,0,69.0,0,not_canceled
inn14491,2,0,2,2,not selected,0,room_type 1,68,2018,3,13,online,0,0,0,63.75,1,not_canceled
inn14492,1,0,0,2,meal plan 1,0,room_type 1,59,2018,1,28,online,0,0,0,0.0,0,not_canceled
inn14493,2,0,4,5,meal plan 1,0,room_type 4,129,2018,5,22,online,0,0,0,114.75,3,not_canceled
inn14494,2,0,0,4,meal plan 1,0,room_type 4,66,2018,4,19,online,0,0,0,112.2,0,not_canceled
inn14495,2,0,0,4,meal plan 1,0,room_type 1,8,2017,9,9,offline,0,0,0,54.75,0,not_canceled
inn14496,2,0,2,1,meal plan 1,0,room_type 1,12,2017,9,12,online,0,0,0,95.48,1,not_canceled
inn14497,2,0,1,4,meal plan 1,0,room_type 4,31,2017,10,19,offline,0,0,0,84.0,0,not_canceled
inn14498,2,0,0,1,meal plan 1,0,room_type 1,41,2018,12,27,offline,0,0,0,65.0,1,not_canceled
inn14499,2,0,2,2,meal plan 1,0,room_type 1,229,2018,10,22,online,0,0,0,89.25,0,canceled
inn14500,1,0,0,1,meal plan 1,0,room_type 1,2,2017,12,9,corporate,1,0,1,65.0,0,not_canceled
inn14501,2,0,2,1,meal plan 2,0,room_type 1,103,2017,7,18,offline,0,0,0,94.5,0,canceled
inn14502,1,0,2,1,meal plan 1,0,room_type 1,1,2018,2,28,offline,0,0,0,60.0,0,canceled
inn14503,2,1,1,2,meal plan 1,0,room_type 1,61,2018,12,2,online,0,0,0,109.8,1,not_canceled
inn14504,2,0,1,1,meal plan 1,1,room_type 1,134,2018,7,4,online,0,0,0,109.8,0,not_canceled
inn14505,3,0,1,2,meal plan 1,0,room_type 1,106,2018,6,17,online,0,0,0,159.3,0,canceled
inn14506,3,0,1,1,meal plan 1,0,room_type 4,66,2018,6,4,online,0,0,0,154.8,0,canceled
inn14507,2,0,2,1,meal plan 1,0,room_type 1,82,2018,3,26,offline,0,0,0,65.0,0,not_canceled
inn14508,2,0,2,4,meal plan 1,0,room_type 1,122,2018,5,4,online,0,0,0,99.45,0,canceled
inn14509,1,0,0,2,not selected,0,room_type 1,5,2018,1,15,online,0,0,0,63.1,0,not_canceled
inn14510,2,2,2,2,meal plan 1,0,room_type 2,195,2018,7,10,online,0,0,0,81.81,1,not_canceled
inn14511,2,0,1,2,meal plan 1,0,room_type 1,28,2018,10,3,offline,0,0,0,85.5,0,not_canceled
inn14512,2,0,2,3,meal plan 1,0,room_type 1,276,2018,5,13,offline,0,0,0,61.0,0,canceled
inn14513,1,0,0,3,meal plan 1,0,room_type 1,198,2018,10,18,online,0,0,0,90.9,0,canceled
inn14514,2,0,2,3,meal plan 1,0,room_type 1,88,2018,4,29,online,0,0,0,119.85,1,canceled
inn14515,2,0,0,2,meal plan 2,0,room_type 1,265,2018,6,24,offline,0,0,0,115.0,1,canceled
inn14516,1,0,2,2,meal plan 1,0,room_type 1,162,2018,10,14,offline,0,0,0,115.0,0,canceled
inn14517,2,0,0,4,meal plan 2,0,room_type 1,296,2018,9,21,offline,0,0,0,117.0,1,canceled
inn14518,2,0,0,2,not selected,0,room_type 1,52,2018,11,25,online,0,0,0,79.2,2,not_canceled
inn14519,2,0,1,3,meal plan 1,0,room_type 1,210,2017,10,8,offline,0,0,0,72.75,0,not_canceled
inn14520,2,0,0,1,meal plan 1,0,room_type 1,17,2018,3,31,offline,0,0,0,72.4,0,not_canceled
inn14521,1,0,1,2,meal plan 1,0,room_type 1,6,2018,2,22,online,0,0,0,92.0,0,canceled
inn14522,2,0,1,3,meal plan 1,0,room_type 1,49,2018,10,3,online,0,0,0,118.8,2,not_canceled
inn14523,2,2,2,3,meal plan 1,0,room_type 6,42,2018,9,4,online,0,0,0,182.34,1,canceled
inn14524,2,0,0,2,meal plan 1,0,room_type 1,48,2018,9,14,offline,0,0,0,130.0,0,not_canceled
inn14525,2,0,2,1,meal plan 1,0,room_type 1,119,2017,12,26,online,0,0,0,72.25,3,not_canceled
inn14526,1,0,1,2,meal plan 1,0,room_type 1,41,2017,10,16,online,0,0,0,96.9,2,not_canceled
inn14527,2,0,2,0,not selected,0,room_type 1,135,2018,5,22,online,0,0,0,94.5,2,not_canceled
inn14528,2,0,1,0,meal plan 1,0,room_type 1,13,2018,3,20,offline,0,0,0,85.0,1,not_canceled
inn14529,2,0,2,4,meal plan 1,0,room_type 4,18,2018,11,13,online,0,0,0,96.9,1,not_canceled
inn14530,2,0,2,1,not selected,0,room_type 1,34,2018,10,2,online,0,0,0,108.0,0,canceled
inn14531,2,0,2,5,meal plan 1,0,room_type 1,49,2018,5,7,online,0,0,0,119.85,0,canceled
inn14532,2,0,1,2,meal plan 1,0,room_type 1,28,2018,3,7,offline,0,0,0,87.0,1,not_canceled
inn14533,2,0,1,1,meal plan 1,0,room_type 1,15,2018,5,9,online,0,0,0,111.0,1,not_canceled
inn14534,2,0,0,2,meal plan 1,0,room_type 1,79,2017,11,13,offline,0,0,0,75.0,0,not_canceled
inn14535,2,0,1,3,meal plan 2,0,room_type 1,228,2018,10,20,online,0,0,0,123.25,3,not_canceled
inn14536,2,0,0,1,meal plan 1,1,room_type 1,31,2018,2,5,online,0,0,0,89.3,1,not_canceled
inn14537,3,0,0,2,meal plan 1,0,room_type 4,111,2018,8,11,online,0,0,0,155.7,1,not_canceled
inn14538,2,0,0,4,not selected,0,room_type 1,78,2018,4,12,online,0,0,0,62.18,0,canceled
inn14539,2,0,0,3,meal plan 1,0,room_type 1,279,2018,10,12,offline,0,0,0,110.0,0,canceled
inn14540,2,0,1,2,meal plan 1,0,room_type 1,418,2018,9,26,offline,0,0,0,75.0,0,canceled
inn14541,1,0,2,2,meal plan 1,0,room_type 1,163,2018,6,5,offline,0,0,0,100.0,0,canceled
inn14542,3,0,0,3,meal plan 1,0,room_type 1,147,2018,6,2,offline,0,0,0,124.0,0,canceled
inn14543,1,0,2,2,meal plan 1,0,room_type 1,115,2018,2,27,offline,0,0,0,76.0,0,not_canceled
inn14544,2,0,2,2,meal plan 2,1,room_type 1,14,2017,9,4,online,0,0,0,113.0,3,not_canceled
inn14545,2,0,0,2,meal plan 1,0,room_type 1,29,2018,12,2,corporate,0,0,0,85.0,0,not_canceled
inn14546,2,0,2,3,meal plan 1,0,room_type 4,109,2018,5,8,offline,0,0,0,90.96,1,not_canceled
inn14547,2,0,0,3,meal plan 1,0,room_type 1,158,2018,7,7,online,0,0,0,114.3,0,canceled
inn14548,2,0,1,2,not selected,0,room_type 1,53,2018,5,30,online,0,0,0,116.1,1,not_canceled
inn14549,2,0,0,4,meal plan 1,0,room_type 4,213,2018,8,31,online,0,0,0,118.15,1,canceled
inn14550,2,0,2,2,meal plan 1,0,room_type 1,2,2018,5,15,offline,0,0,0,81.75,0,not_canceled
inn14551,1,0,0,1,meal plan 1,0,room_type 1,3,2017,9,17,complementary,0,0,0,0.0,0,not_canceled
inn14552,2,0,2,2,meal plan 1,0,room_type 1,7,2018,8,26,online,0,0,0,143.0,1,not_canceled
inn14553,2,0,0,1,meal plan 1,0,room_type 1,4,2017,8,15,online,0,0,0,124.0,1,not_canceled
inn14554,1,0,1,2,meal plan 1,0,room_type 1,0,2017,10,12,corporate,0,0,0,65.0,0,not_canceled
inn14555,2,0,0,1,meal plan 1,0,room_type 1,0,2017,8,18,online,0,0,0,124.0,0,not_canceled
inn14556,3,0,0,3,meal plan 1,0,room_type 1,128,2018,5,4,offline,0,0,0,105.4,1,not_canceled
inn14557,2,0,2,1,meal plan 1,0,room_type 1,196,2018,8,28,online,0,0,0,105.3,0,canceled
inn14558,2,0,2,1,meal plan 1,0,room_type 1,49,2017,12,5,online,0,0,0,106.2,2,not_canceled
inn14559,2,0,0,4,not selected,0,room_type 1,25,2018,11,1,online,0,0,0,85.0,1,not_canceled
inn14560,2,0,2,1,not selected,0,room_type 1,138,2018,2,28,online,0,0,0,63.36,0,canceled
inn14561,2,0,1,3,meal plan 1,0,room_type 1,285,2018,10,3,offline,0,0,0,100.0,0,canceled
